sem,zad,page,identifier
4,9.61,0,49.61
4,9.62,0,49.62
4,9.63,0,49.63
4,9.64,0,49.64
4,9.65,0,49.65
4,9.66,0,49.66
4,9.67,0,49.67
4,9.68,0,49.68
4,9.69,0,49.69
4,9.70,0,49.70
4,9.71,0,49.71
4,9.72,0,49.72
4,9.73,0,49.73
4,9.74,0,49.74
4,9.75,0,49.75
4,9.76,0,49.76
4,9.77,0,49.77
4,9.78,0,49.78
4,9.79,0,49.79
4,9.80,0,49.80
4,10.1,259,410.1
4,10.2,260,410.2
4,10.3,260,410.3
4,10.4,261,410.4
4,10.5,261,410.5
4,10.6,262,410.6
4,10.7,262,410.7
4,10.8,262,410.8
4,10.9,262,410.9
4,10.10,264,410.10
4,10.11,264,410.11
4,10.12,264,410.12
4,10.13,265,410.13
4,10.14,265,410.14
4,10.15,267,410.15
4,10.16,267,410.16
4,10.17,267,410.17
4,10.18,265,410.18
4,10.19,265,410.19
4,10.20,268,410.20
4,10.21,268,410.21
4,10.22,269,410.22
4,10.23,269,410.23
4,10.24,269,410.24
4,10.25,269,410.25
4,10.26,270,410.26
4,10.27,271,410.27
4,10.28,272,410.28
4,10.29,272,410.29
4,10.30,273,410.30
4,10.31,273,410.31
4,10.32,276,410.32
4,10.33,274,410.33
4,10.34,274,410.34
4,10.35,275,410.35
4,10.36,275,410.36
4,10.37,276,410.37
4,10.38,339,410.38
4,10.39,277,410.39
4,10.40,277,410.40
4,10.41,277,410.41
4,10.42,278,410.42
4,10.43,266,410.43
4,10.44,265,410.44
4,10.45,280,410.45
4,10.46,281,410.46
4,10.47,280,410.47
4,10.48,280,410.48
4,10.49,0,410.49
4,10.50,281,410.50
4,10.51,282,410.51
4,10.52,283,410.52
4,10.53,283,410.53
4,10.54,283,410.54
4,10.55,282,410.55
4,10.56,266,410.56
4,10.57,262,410.57
4,10.58,270,410.58
4,10.59,266,410.59
4,10.60,0,410.60
4,10.61,0,410.61
4,10.62,0,410.62
4,10.63,0,410.63
4,10.64,0,410.64
4,10.65,0,410.65
4,10.66,0,410.66
4,10.67,0,410.67
4,10.68,0,410.68
4,10.69,0,410.69
4,10.70,0,410.70
4,10.71,0,410.71
4,10.72,0,410.72
4,10.73,0,410.73
4,10.74,0,410.74
4,10.75,0,410.75
4,10.76,0,410.76
4,10.77,0,410.77
4,10.78,0,410.78
4,11.1,294,411.1
4,11.2,294,411.2
4,11.3,290,411.3
4,11.4,0,411.4
4,11.5,292,411.5
4,11.6,293,411.6
4,11.7,286,411.7
4,11.8,293,411.8
4,11.9,294,411.9
4,11.10,295,411.10
4,11.11,295,411.11
4,11.12,295,411.12
4,11.13,297,411.13
4,11.14,297,411.14
4,11.15,0,411.15
4,11.16,297,411.16
4,11.17,297,411.17
4,11.18,298,411.18
4,11.19,298,411.19
4,11.20,300,411.20
4,11.21,304,411.21
4,11.22,307,411.22
4,11.23,305,411.23
4,11.24,305,411.24
4,11.25,308,411.25
4,11.26,310,411.26
4,11.27,309,411.27
4,11.28,310,411.28
4,11.29,316,411.29
4,11.30,309,411.30
4,11.31,310,411.31
4,11.32,311,411.32
4,11.33,314,411.33
4,11.34,315,411.34
4,11.35,315,411.35
4,11.36,315,411.36
4,11.37,314,411.37
4,11.38,316,411.38
4,11.39,311,411.39
4,11.40,312,411.40
4,11.41,317,411.41
4,11.42,317,411.42
4,11.43,318,411.43
4,11.44,318,411.44
4,11.45,319,411.45
4,11.46,0,411.46
4,11.47,319,411.47
4,11.48,319,411.48
4,11.49,320,411.49
4,11.50,325,411.50
4,11.51,291,411.51
4,11.52,320,411.52
4,11.53,320,411.53
4,11.54,321,411.54
4,11.55,321,411.55
4,11.56,322,411.56
4,11.57,323,411.57
4,11.58,325,411.58
4,11.59,328,411.59
4,11.60,325,411.60
4,11.61,326,411.61
4,11.62,326,411.62
4,11.63,327,411.63
4,11.64,327,411.64
4,11.65,330,411.65
4,11.66,329,411.66
4,11.67,299,411.67
4,11.68,330,411.68
4,11.69,299,411.69
4,11.70,0,411.70
4,11.71,304,411.71
4,11.72,331,411.72
4,11.73,300,411.73
4,11.74,290,411.74
4,11.75,301,411.75
4,11.76,301,411.76
4,11.77,302,411.77
4,11.78,0,411.78
4,11.79,327,411.79
4,11.80,328,411.80
4,11.81,303,411.81
4,11.82,303,411.82
4,11.83,334,411.83
4,11.84,334,411.84
4,11.85,0,411.85
4,11.86,0,411.86
4,11.87,337,411.87
4,11.88,336,411.88
4,11.89,335,411.89
4,11.90,336,411.90
4,11.91,335,411.91
4,11.92,312,411.92
4,11.93,313,411.93
4,11.94,296,411.94
4,11.95,296,411.95
4,11.96,337,411.96
4,11.97,338,411.97
4,11.98,328,411.98
4,11.99,328,411.99
4,11.100,328,411.100
4,11.101,0,411.101
4,11.102,0,411.102
4,11.103,0,411.103
4,11.104,0,411.104
4,11.105,0,411.105
4,11.106,0,411.106
4,11.107,0,411.107
4,11.108,0,411.108
4,11.109,0,411.109
4,11.110,0,411.110
4,11.111,0,411.111
4,11.112,0,411.112
4,11.113,0,411.113
4,11.114,0,411.114
4,11.115,0,411.115
4,11.116,0,411.116
4,11.117,0,411.117
4,11.118,0,411.118
4,11.119,0,411.119
4,11.120,0,411.120
4,11.121,0,411.121
4,11.122,0,411.122
4,11.123,0,411.123
4,11.124,0,411.124
4,11.125,0,411.125
4,11.126,0,411.126
4,11.127,0,411.127
4,11.128,0,411.128
5,1.1,7,51.1
5,1.2,7,51.2
5,1.3,7,51.3
5,1.4,10,51.4
5,1.5,11,51.5
5,1.6,7,51.6
5,1.7,13,51.7
5,1.8,7,51.8
5,1.9,13,51.9
5,1.10,0,51.10
5,1.11,13,51.11
5,1.12,13,51.12
5,1.13,14,51.13
5,1.14,14,51.14
5,1.15,15,51.15
5,1.16,232,51.16
5,1.17,16,51.17
5,1.18,16,51.18
5,1.19,8,51.19
5,1.20,8,51.20
5,1.21,8,51.21
5,1.22,17,51.22
5,1.23,18,51.23
5,1.24,18,51.24
5,1.25,18,51.25
5,1.26,18,51.26
5,1.27,19,51.27
5,1.28,19,51.28
5,1.29,20,51.29
5,1.30,20,51.30
5,1.31,21,51.31
5,1.32,21,51.32
5,1.33,21,51.33
5,1.34,22,51.34
5,1.35,22,51.35
5,1.36,23,51.36
5,1.37,0,51.37
5,1.38,23,51.38
5,1.39,23,51.39
5,1.40,24,51.40
5,1.41,24,51.41
5,1.42,25,51.42
5,1.43,25,51.43
5,1.44,26,51.44
5,1.45,26,51.45
5,1.46,26,51.46
5,1.47,8,51.47
5,1.48,9,51.48
5,1.49,0,51.49
5,1.50,27,51.50
5,1.51,27,51.51
5,1.52,10,51.52
5,2.1,30,52.1
5,2.2,30,52.2
5,2.3,30,52.3
5,2.4,30,52.4
5,2.5,31,52.5
5,2.6,32,52.6
5,2.7,32,52.7
5,2.8,33,52.8
5,2.9,32,52.9
5,2.10,32,52.10
5,2.11,34,52.11
5,2.12,35,52.12
5,2.13,36,52.13
5,2.14,36,52.14
5,2.15,37,52.15
5,2.16,38,52.16
5,2.17,39,52.17
5,2.18,39,52.18
5,2.19,40,52.19
5,2.20,40,52.20
5,2.21,41,52.21
5,2.22,29,52.22
5,2.23,42,52.23
5,2.24,42,52.24
5,2.25,43,52.25
5,2.26,44,52.26
5,2.27,44,52.27
5,2.28,45,52.28
5,2.29,45,52.29
5,2.30,45,52.30
5,2.31,45,52.31
5,2.32,0,52.32
5,2.33,46,52.33
5,2.34,46,52.34
5,2.35,47,52.35
5,2.36,47,52.36
5,2.37,47,52.37
5,2.38,55,52.38
5,2.39,64,52.39
5,2.40,48,52.40
5,2.41,48,52.41
5,2.42,48,52.42
5,2.43,48,52.43
5,2.44,49,52.44
5,2.45,50,52.45
5,2.46,46,52.46
5,2.47,0,52.47
5,2.48,51,52.48
5,2.49,53,52.49
5,2.50,0,52.50
5,2.51,53,52.51
5,2.52,55,52.52
5,2.53,55,52.53
5,2.54,55,52.54
5,3.1,64,53.1
5,3.2,65,53.2
5,3.3,66,53.3
5,3.4,65,53.4
5,3.5,67,53.5
5,3.6,68,53.6
5,3.7,61,53.7
5,3.8,63,53.8
5,3.9,0,53.9
5,3.10,68,53.10
5,3.11,69,53.11
5,3.12,73,53.12
5,3.13,71,53.13
5,3.14,72,53.14
5,3.15,72,53.15
5,3.16,82,53.16
5,3.17,83,53.17
5,3.18,84,53.18
5,3.19,0,53.19
5,3.20,80,53.20
5,3.21,82,53.21
5,3.22,76,53.22
5,3.23,78,53.23
5,3.24,71,53.24
5,3.25,84,53.25
5,3.26,86,53.26
5,3.27,87,53.27
5,3.28,73,53.28
5,3.29,0,53.29
5,3.30,87,53.30
5,3.31,89,53.31
5,3.32,89,53.32
5,3.33,90,53.33
5,3.34,90,53.34
5,3.35,91,53.35
5,3.36,92,53.36
5,3.37,94,53.37
5,3.38,94,53.38
5,3.39,94,53.39
5,3.40,96,53.40
5,3.41,95,53.41
5,3.42,0,53.42
5,3.43,97,53.43
5,3.44,97,53.44
5,3.45,89,53.45
5,3.46,90,53.46
5,3.47,77,53.47
5,3.48,79,53.48
5,3.49,79,53.49
5,3.50,80,53.50
5,3.51,96,53.51
5,3.52,95,53.52
5,4.1,121,54.1
5,4.2,101,54.2
5,4.3,101,54.3
5,4.4,114,54.4
5,4.5,114,54.5
5,4.6,114,54.6
5,4.7,114,54.7
5,4.8,114,54.8
5,4.9,115,54.9
5,4.10,115,54.10
5,4.11,102,54.11
5,4.12,102,54.12
5,4.13,102,54.13
5,4.14,103,54.14
5,4.15,0,54.15
5,4.16,103,54.16
5,4.17,104,54.17
5,4.18,104,54.18
5,4.19,104,54.19
5,4.20,105,54.20
5,4.21,105,54.21
5,4.22,105,54.22
5,4.23,106,54.23
5,4.24,106,54.24
5,4.25,106,54.25
5,4.26,106,54.26
5,4.27,106,54.27
5,4.28,107,54.28
5,4.29,107,54.29
5,4.30,107,54.30
5,4.31,108,54.31
5,4.32,108,54.32
5,4.33,109,54.33
5,4.34,110,54.34
5,4.35,110,54.35
5,4.36,110,54.36
5,4.37,111,54.37
5,4.38,150,54.38
5,4.39,111,54.39
5,4.40,112,54.40
5,4.41,115,54.41
5,4.42,116,54.42
5,4.43,117,54.43
5,4.44,117,54.44
5,4.45,111,54.45
5,4.46,112,54.46
5,4.47,112,54.47
5,4.48,118,54.48
5,4.49,112,54.49
5,4.50,0,54.50
5,4.51,109,54.51
5,4.52,121,54.52
5,4.53,122,54.53
5,4.54,108,54.54
5,4.55,113,54.55
5,5.1,123,55.1
5,5.2,123,55.2
5,5.3,124,55.3
5,5.4,124,55.4
5,5.5,124,55.5
5,5.6,125,55.6
5,5.7,126,55.7
5,5.8,123,55.8
5,5.9,126,55.9
5,5.10,126,55.10
5,5.11,131,55.11
5,5.12,131,55.12
5,5.13,132,55.13
5,5.14,132,55.14
5,5.15,132,55.15
5,5.16,132,55.16
5,5.17,133,55.17
5,5.18,133,55.18
5,5.19,133,55.19
5,5.20,134,55.20
5,5.21,135,55.21
5,5.22,136,55.22
5,5.23,137,55.23
5,5.24,137,55.24
5,5.25,138,55.25
5,5.26,138,55.26
5,5.27,139,55.27
5,5.28,138,55.28
5,5.29,140,55.29
5,5.30,136,55.30
5,5.31,142,55.31
5,5.32,142,55.32
5,5.33,143,55.33
5,5.34,144,55.34
5,5.35,125,55.35
5,5.36,151,55.36
5,5.37,151,55.37
5,5.38,151,55.38
5,5.39,151,55.39
5,5.40,152,55.40
5,5.41,152,55.41
5,5.42,152,55.42
5,5.43,152,55.43
5,5.44,153,55.44
5,5.45,153,55.45
5,5.46,153,55.46
5,5.47,154,55.47
5,5.48,131,55.48
5,5.49,145,55.49
5,5.50,145,55.50
5,5.51,145,55.51
5,5.52,139,55.52
5,5.53,140,55.53
5,5.54,145,55.54
5,5.55,146,55.55
5,5.56,154,55.56
5,5.57,143,55.57
5,6.1,155,56.1
5,6.2,155,56.2
5,6.3,156,56.3
5,6.4,156,56.4
5,6.5,157,56.5
5,6.6,157,56.6
5,6.7,157,56.7
5,6.8,158,56.8
5,6.9,159,56.9
5,6.10,159,56.10
5,6.11,160,56.11
5,6.12,160,56.12
5,6.13,161,56.13
5,6.14,162,56.14
5,6.15,162,56.15
5,6.16,0,56.16
5,6.17,0,56.17
5,6.18,164,56.18
5,6.19,164,56.19
5,6.20,165,56.20
5,6.21,166,56.21
5,6.22,167,56.22
5,6.23,165,56.23
5,6.24,168,56.24
5,6.25,168,56.25
5,6.26,168,56.26
5,6.27,169,56.27
5,6.28,172,56.28
5,6.29,173,56.29
5,6.30,173,56.30
5,6.31,174,56.31
5,6.32,174,56.32
5,6.33,0,56.33
5,6.34,170,56.34
5,6.35,175,56.35
5,6.36,175,56.36
5,6.37,171,56.37
5,6.38,172,56.38
5,6.39,175,56.39
5,6.40,189,56.40
5,6.41,0,56.41
5,6.42,0,56.42
5,6.43,0,56.43
5,6.44,176,56.44
5,6.45,176,56.45
5,6.46,176,56.46
5,6.47,177,56.47
5,6.48,177,56.48
5,6.49,178,56.49
5,6.50,178,56.50
5,6.51,179,56.51
5,6.52,179,56.52
5,6.53,179,56.53
5,6.54,180,56.54
5,6.55,180,56.55
5,6.56,180,56.56
5,6.57,182,56.57
5,6.58,182,56.58
5,6.59,182,56.59
5,6.60,183,56.60
5,6.61,183,56.61
5,6.62,184,56.62
5,6.63,183,56.63
5,6.64,0,56.64
5,6.65,184,56.65
5,6.66,185,56.66
5,6.67,186,56.67
5,6.68,186,56.68
5,6.69,187,56.69
5,6.70,0,56.70
5,6.71,0,56.71
5,6.72,0,56.72
5,6.73,0,56.73
5,6.74,187,56.74
5,6.75,187,56.75
5,6.76,188,56.76
5,6.77,188,56.77
5,6.78,0,56.78
5,6.79,0,56.79
5,6.80,189,56.80
5,7.1,191,57.1
5,7.2,191,57.2
5,7.3,191,57.3
5,7.4,192,57.4
5,7.5,194,57.5
5,7.6,192,57.6
5,7.7,192,57.7
5,7.8,0,57.8
5,7.9,0,57.9
5,7.10,193,57.10
5,7.11,0,57.11
5,7.12,197,57.12
5,7.13,195,57.13
5,7.14,0,57.14
5,7.15,196,57.15
5,7.16,197,57.16
5,7.17,197,57.17
5,7.18,198,57.18
5,7.19,198,57.19
5,7.20,200,57.20
5,7.21,200,57.21
5,7.22,200,57.22
5,7.23,201,57.23
5,7.24,201,57.24
5,7.25,202,57.25
5,7.26,203,57.26
5,7.27,203,57.27
5,7.28,201,57.28
5,7.29,203,57.29
5,7.30,0,57.30
5,7.31,204,57.31
5,7.32,201,57.32
5,7.33,0,57.33
5,7.34,205,57.34
5,7.35,205,57.35
5,7.36,0,57.36
5,7.37,206,57.37
5,7.38,207,57.38
5,7.39,208,57.39
5,7.40,209,57.40
5,7.41,210,57.41
5,7.42,210,57.42
5,7.43,210,57.43
5,7.44,211,57.44
5,7.45,211,57.45
5,7.46,211,57.46
5,7.47,212,57.47
5,7.48,212,57.48
5,7.49,212,57.49
5,7.50,213,57.50
5,7.51,213,57.51
5,7.52,214,57.52
5,7.53,215,57.53
5,7.54,215,57.54
5,7.55,216,57.55
5,7.56,216,57.56
5,7.57,0,57.57
5,7.58,0,57.58
5,7.59,216,57.59
5,7.60,0,57.60
5,7.61,0,57.61
5,7.62,217,57.62
5,7.63,218,57.63
5,7.64,0,57.64
5,7.65,219,57.65
5,8.1,222,58.1
5,8.2,223,58.2
5,8.3,225,58.3
5,8.4,225,58.4
5,8.5,226,58.5
5,8.6,228,58.6
5,8.7,229,58.7
5,8.8,229,58.8
5,8.9,229,58.9
5,8.10,229,58.10
5,8.11,230,58.11
5,8.12,230,58.12
5,8.13,230,58.13
5,8.14,0,58.14
5,8.15,232,58.15
5,8.16,0,58.16
5,8.17,0,58.17
5,8.18,0,58.18
5,8.19,236,58.19
5,8.20,236,58.20
5,8.21,235,58.21
5,8.22,236,58.22
5,8.23,239,58.23
5,8.24,241,58.24
5,8.25,236,58.25
5,8.26,0,58.26
5,8.27,0,58.27
5,8.28,238,58.28
5,8.29,238,58.29
5,8.30,240,58.30
5,8.31,241,58.31
5,8.32,0,58.32
5,8.33,242,58.33
5,8.34,242,58.34
5,8.35,243,58.35
5,8.36,244,58.36
5,8.37,245,58.37
5,8.38,246,58.38
5,8.39,246,58.39
5,8.40,247,58.40
5,8.41,247,58.41
5,8.42,248,58.42
5,8.43,249,58.43
5,8.44,249,58.44
5,8.45,250,58.45
5,8.46,250,58.46
5,8.47,251,58.47
5,8.48,251,58.48
5,8.49,252,58.49
5,8.50,252,58.50
5,8.51,252,58.51
5,8.52,253,58.52
5,8.53,254,58.53
5,8.54,254,58.54
5,8.55,254,58.55
5,8.56,255,58.56
5,8.57,255,58.57
5,8.58,255,58.58
5,8.59,256,58.59
5,8.60,256,58.60
5,8.61,258,58.61
5,8.62,257,58.62
5,8.63,0,58.63
5,8.64,259,58.64
5,8.65,258,58.65
5,8.66,260,58.66
5,8.67,0,58.67
5,8.68,259,58.68
5,8.69,0,58.69
5,9.1,262,59.1
5,9.2,262,59.2
5,9.3,263,59.3
5,9.4,264,59.4
5,9.5,264,59.5
5,9.6,0,59.6
5,9.7,0,59.7
5,9.8,265,59.8
5,9.9,265,59.9
5,9.10,266,59.10
5,9.11,266,59.11
5,9.12,267,59.12
5,9.13,268,59.13
5,9.14,269,59.14
5,9.15,269,59.15
5,9.16,270,59.16
5,9.17,270,59.17
5,9.18,0,59.18
5,9.19,271,59.19
5,9.20,271,59.20
5,9.21,273,59.21
5,9.22,0,59.22
5,9.23,0,59.23
5,9.24,0,59.24
5,9.25,0,59.25
5,9.26,0,59.26
5,9.27,273,59.27
5,9.28,274,59.28
5,9.29,275,59.29
5,9.30,276,59.30
5,9.31,0,59.31
5,9.32,0,59.32
5,9.33,277,59.33
5,9.34,0,59.34
5,9.35,0,59.35
5,9.36,278,59.36
5,9.37,278,59.37
5,9.38,278,59.38
5,9.39,280,59.39
5,9.40,280,59.40
5,9.41,281,59.41
5,9.42,0,59.42
5,9.43,281,59.43
5,10.1,284,510.1
5,10.2,284,510.2
5,10.3,285,510.3
5,10.4,0,510.4
5,10.5,287,510.5
5,10.6,287,510.6
5,10.7,288,510.7
5,10.8,288,510.8
5,10.9,288,510.9
5,10.10,288,510.10
5,10.11,289,510.11
5,10.12,289,510.12
5,10.13,289,510.13
5,10.14,289,510.14
5,10.15,290,510.15
5,10.16,290,510.16
5,10.17,291,510.17
5,10.18,292,510.18
5,10.19,292,510.19
5,10.20,311,510.20
5,10.21,0,510.21
5,10.22,293,510.22
5,10.23,293,510.23
5,10.24,293,510.24
5,10.25,294,510.25
5,10.26,294,510.26
5,10.27,0,510.27
5,10.28,294,510.28
5,10.29,294,510.29
5,10.30,295,510.30
5,10.31,295,510.31
5,10.32,296,510.32
5,10.33,296,510.33
5,10.34,296,510.34
5,10.35,297,510.35
5,10.36,298,510.36
5,10.37,298,510.37
5,10.38,296,510.38
5,10.39,297,510.39
5,10.40,0,510.40
5,10.41,298,510.41
5,10.42,0,510.42
5,10.43,299,510.43
5,10.44,299,510.44
5,10.45,300,510.45
5,10.46,300,510.46
5,10.47,0,510.47
5,10.48,300,510.48
5,10.49,0,510.49
5,10.50,301,510.50
5,10.51,0,510.51
5,10.52,0,510.52
5,10.53,301,510.53
5,10.54,302,510.54
5,10.55,302,510.55
5,10.56,303,510.56
5,10.57,313,510.57
5,10.58,0,510.58
5,10.59,313,510.59
5,10.60,313,510.60
5,10.61,303,510.61
5,10.62,303,510.62
5,10.63,304,510.63
5,10.64,312,510.64
5,10.65,0,510.65
5,10.66,312,510.66
5,10.67,312,510.67
5,10.68,0,510.68
5,10.69,314,510.69
5,10.70,315,510.70
5,10.71,316,510.71
5,10.72,316,510.72
5,10.73,316,510.73
5,10.74,317,510.74
5,10.75,318,510.75
5,10.76,318,510.76
5,10.77,0,510.77
5,10.78,319,510.78
5,10.79,319,510.79
5,10.80,319,510.80
5,10.81,0,510.81
5,10.82,319,510.82
5,10.83,320,510.83
5,10.84,306,510.84
5,10.85,320,510.85
5,10.86,320,510.86
5,10.87,321,510.87
5,10.88,321,510.88
5,10.89,321,510.89
5,10.90,322,510.90
5,10.91,306,510.91
5,10.92,0,510.92
5,10.93,322,510.93
5,10.94,323,510.94
5,10.95,307,510.95
5,10.96,307,510.96
5,10.97,323,510.97
5,10.98,324,510.98
